Uid,Pid,Time
995,4164,2012-05-27 00:15
322,3345,2012-05-27 00:15
429,4049,2012-05-27 00:15
1030,1540,2012-05-27 00:15
879,295,2012-05-27 00:17
950,4749,2012-05-27 00:18
1018,4682,2012-05-27 00:18
591,2880,2012-05-27 00:18
483,2883,2012-05-27 00:20
483,3922,2012-05-27 00:20
147,3064,2012-05-27 00:20
591,1295,2012-05-27 00:20
934,835,2012-05-27 00:20
591,3322,2012-05-27 00:22
78,283,2012-05-27 00:22
32,4406,2012-05-27 00:23
693,2112,2012-05-27 00:23
146,3494,2012-05-27 00:25
818,2693,2012-05-27 00:26
145,2118,2012-05-27 00:28
39,3280,2012-05-27 00:28
344,3158,2012-05-27 00:28
790,1217,2012-05-27 00:29
699,3741,2012-05-27 00:31
772,2440,2012-05-27 00:32
444,3011,2012-05-27 00:35
818,366,2012-05-27 00:35
1024,2326,2012-05-27 00:36
818,2667,2012-05-27 00:39
669,824,2012-05-27 00:39
335,3256,2012-05-27 00:40
298,4209,2012-05-27 00:41
818,3350,2012-05-27 00:42
32,4248,2012-05-27 00:45
424,3368,2012-05-27 00:54
699,2456,2012-05-27 00:55
770,3188,2012-05-27 00:57
432,4977,2012-05-27 00:57
15,824,2012-05-27 01:00
864,3065,2012-05-27 01:01
1006,2814,2012-05-27 01:01
864,3005,2012-05-27 01:01
76,3485,2012-05-27 01:07
285,656,2012-05-27 01:10
604,2729,2012-05-27 01:11
708,4871,2012-05-27 01:13
1005,1629,2012-05-27 01:14
524,1898,2012-05-27 01:15
939,1595,2012-05-27 01:15
721,3200,2012-05-27 01:20
1072,2700,2012-05-27 01:21
615,3100,2012-05-27 01:23
1005,4723,2012-05-27 01:24
602,3364,2012-05-27 01:28
361,2152,2012-05-27 01:28
160,3634,2012-05-27 01:29
986,340,2012-05-27 01:29
1005,4409,2012-05-27 01:30
1005,5015,2012-05-27 01:30
860,3756,2012-05-27 01:31
722,1935,2012-05-27 01:31
615,1520,2012-05-27 01:33
814,424,2012-05-27 01:35
682,2166,2012-05-27 01:35
1030,5089,2012-05-27 01:36
258,1653,2012-05-27 01:36
591,1526,2012-05-27 01:38
877,3987,2012-05-27 01:38
591,3105,2012-05-27 01:39
585,4018,2012-05-27 01:44
446,1338,2012-05-27 01:44
501,403,2012-05-27 01:49
346,22,2012-05-27 01:52
904,2394,2012-05-27 01:52
873,3248,2012-05-27 01:55
939,3256,2012-05-27 01:56
464,1676,2012-05-27 01:56
939,3256,2012-05-27 01:56
20,4921,2012-05-27 01:57
776,979,2012-05-27 02:01
774,2258,2012-05-27 02:03
728,824,2012-05-27 02:04
1005,3662,2012-05-27 02:04
602,431,2012-05-27 02:04
114,2166,2012-05-27 02:05
739,2765,2012-05-27 02:07
989,2558,2012-05-27 02:09
731,22,2012-05-27 02:10
886,5092,2012-05-27 02:20
886,4822,2012-05-27 02:21
805,1924,2012-05-27 02:21
68,1078,2012-05-27 02:22
68,1355,2012-05-27 02:22
1002,902,2012-05-27 02:24
13,743,2012-05-27 02:25
581,3741,2012-05-27 02:25
654,3572,2012-05-27 02:28
654,1140,2012-05-27 02:28
429,2833,2012-05-27 02:30
627,4228,2012-05-27 02:32
627,4457,2012-05-27 02:39
1070,266,2012-05-27 02:40
789,4108,2012-05-27 02:40
322,105,2012-05-27 02:41
661,1717,2012-05-27 02:43
145,4024,2012-05-27 02:43
32,2028,2012-05-27 02:43
661,135,2012-05-27 02:43
32,3555,2012-05-27 02:43
661,2376,2012-05-27 02:44
169,3330,2012-05-27 02:46
741,1205,2012-05-27 02:49
585,239,2012-05-27 02:50
805,1239,2012-05-27 02:51
886,2723,2012-05-27 02:53
667,2207,2012-05-27 02:54
591,3336,2012-05-27 02:55
591,3006,2012-05-27 02:55
591,1166,2012-05-27 02:56
591,3181,2012-05-27 02:56
238,1444,2012-05-27 02:58
326,3372,2012-05-27 03:01
202,2716,2012-05-27 03:01
78,39,2012-05-27 03:05
1002,2711,2012-05-27 03:11
378,3499,2012-05-27 03:14
517,1309,2012-05-27 03:16
19,813,2012-05-27 03:28
195,2626,2012-05-27 03:28
964,1911,2012-05-27 03:30
838,4167,2012-05-27 03:35
838,3730,2012-05-27 03:35
838,4702,2012-05-27 03:35
838,4911,2012-05-27 03:36
726,1785,2012-05-27 03:37
38,4370,2012-05-27 03:43
245,3245,2012-05-27 03:43
627,2424,2012-05-27 03:47
831,991,2012-05-27 03:47
682,4537,2012-05-27 03:50
995,1180,2012-05-27 03:52
1007,4147,2012-05-27 03:58
1029,4947,2012-05-27 03:59
727,2544,2012-05-27 04:02
1062,3526,2012-05-27 04:11
202,1816,2012-05-27 04:19
78,2302,2012-05-27 04:21
202,1946,2012-05-27 04:29
407,3207,2012-05-27 04:30
982,4854,2012-05-27 04:53
693,1638,2012-05-27 05:01
693,4097,2012-05-27 05:01
607,558,2012-05-27 05:11
359,4398,2012-05-27 05:27
854,2429,2012-05-27 05:27
788,2462,2012-05-27 05:29
438,22,2012-05-27 05:32
151,965,2012-05-27 05:32
378,1653,2012-05-27 05:38
159,4609,2012-05-27 05:46
285,4021,2012-05-27 05:52
159,3685,2012-05-27 05:57
378,32,2012-05-27 06:00
407,2091,2012-05-27 06:09
195,693,2012-05-27 06:12
195,676,2012-05-27 06:13
421,3738,2012-05-27 06:17
150,2681,2012-05-27 06:18
810,612,2012-05-27 06:23
681,5070,2012-05-27 06:38
681,4826,2012-05-27 06:38
335,1719,2012-05-27 06:46
895,99,2012-05-27 06:49
895,1154,2012-05-27 06:54
810,693,2012-05-27 07:02
424,2538,2012-05-27 07:26
165,2523,2012-05-27 07:36
105,1958,2012-05-27 07:38
105,4975,2012-05-27 07:38
674,4953,2012-05-27 07:39
674,3674,2012-05-27 07:39
674,3916,2012-05-27 07:39
674,1091,2012-05-27 07:39
810,2743,2012-05-27 07:42
569,1609,2012-05-27 07:42
1013,3269,2012-05-27 07:47
805,32,2012-05-27 07:49
142,18,2012-05-27 07:53
364,3408,2012-05-27 07:58
135,2563,2012-05-27 07:59
424,2878,2012-05-27 08:04
852,2067,2012-05-27 08:07
339,4347,2012-05-27 08:08
1031,3430,2012-05-27 08:09
892,5099,2012-05-27 08:09
304,2609,2012-05-27 08:10
693,3704,2012-05-27 08:13
319,3284,2012-05-27 08:22
806,3181,2012-05-27 08:22
661,556,2012-05-27 08:24
557,4114,2012-05-27 08:24
661,2709,2012-05-27 08:24
364,1705,2012-05-27 08:29
591,3525,2012-05-27 08:30
591,2921,2012-05-27 08:30
591,2328,2012-05-27 08:30
335,79,2012-05-27 08:31
591,3336,2012-05-27 08:31
424,1339,2012-05-27 08:32
388,583,2012-05-27 08:33
207,3259,2012-05-27 08:34
364,4278,2012-05-27 08:35
26,2402,2012-05-27 08:36
26,131,2012-05-27 08:36
1066,111,2012-05-27 08:37
406,1104,2012-05-27 08:37
378,2689,2012-05-27 08:39
39,4037,2012-05-27 08:41
976,3903,2012-05-27 08:41
1045,2485,2012-05-27 08:47
1076,1542,2012-05-27 08:48
1076,2731,2012-05-27 08:48
440,870,2012-05-27 08:49
683,3818,2012-05-27 08:51
782,3374,2012-05-27 08:51
674,1929,2012-05-27 08:52
674,2073,2012-05-27 08:52
674,1025,2012-05-27 08:53
476,2215,2012-05-27 08:53
674,2437,2012-05-27 08:53
406,693,2012-05-27 08:56
406,1340,2012-05-27 08:57
914,4634,2012-05-27 08:57
327,4608,2012-05-27 08:58
327,1846,2012-05-27 08:58
689,2591,2012-05-27 08:59
560,4050,2012-05-27 09:05
685,198,2012-05-27 09:06
893,2909,2012-05-27 09:09
129,149,2012-05-27 09:09
448,4110,2012-05-27 09:10
110,4489,2012-05-27 09:11
160,3634,2012-05-27 09:12
705,3207,2012-05-27 09:13
506,4707,2012-05-27 09:14
735,4604,2012-05-27 09:14
376,4294,2012-05-27 09:16
39,1918,2012-05-27 09:17
865,3868,2012-05-27 09:19
39,2667,2012-05-27 09:20
424,5050,2012-05-27 09:22
355,3750,2012-05-27 09:22
372,2784,2012-05-27 09:23
44,236,2012-05-27 09:23
1061,863,2012-05-27 09:24
1061,343,2012-05-27 09:27
339,272,2012-05-27 09:27
230,1723,2012-05-27 09:29
429,2833,2012-05-27 09:30
411,4620,2012-05-27 09:30
319,4824,2012-05-27 09:31
149,1735,2012-05-27 09:31
281,3599,2012-05-27 09:32
60,2186,2012-05-27 09:32
232,3729,2012-05-27 09:32
1061,308,2012-05-27 09:32
178,3754,2012-05-27 09:34
178,4984,2012-05-27 09:35
178,2897,2012-05-27 09:35
159,3029,2012-05-27 09:35
178,314,2012-05-27 09:36
178,4158,2012-05-27 09:36
173,2974,2012-05-27 09:40
1072,389,2012-05-27 09:42
1061,732,2012-05-27 09:43
674,1956,2012-05-27 09:45
674,2733,2012-05-27 09:45
831,1821,2012-05-27 09:46
1061,3430,2012-05-27 09:51
303,1328,2012-05-27 09:55
876,339,2012-05-27 09:55
517,3624,2012-05-27 09:56
971,1548,2012-05-27 09:56
184,462,2012-05-27 09:57
424,5105,2012-05-27 09:57
1061,38,2012-05-27 09:57
971,2143,2012-05-27 09:58
971,3659,2012-05-27 09:59
971,3659,2012-05-27 10:00
971,2585,2012-05-27 10:01
483,2195,2012-05-27 10:01
629,2775,2012-05-27 10:03
383,3785,2012-05-27 10:03
971,5091,2012-05-27 10:03
451,1055,2012-05-27 10:04
156,1613,2012-05-27 10:07
638,1868,2012-05-27 10:10
783,736,2012-05-27 10:11
529,2798,2012-05-27 10:14
1016,4235,2012-05-27 10:17
230,2211,2012-05-27 10:17
193,3384,2012-05-27 10:19
1030,4108,2012-05-27 10:20
979,573,2012-05-27 10:20
876,984,2012-05-27 10:20
75,1309,2012-05-27 10:21
1082,1539,2012-05-27 10:21
376,2327,2012-05-27 10:22
745,279,2012-05-27 10:25
406,3628,2012-05-27 10:26
517,1309,2012-05-27 10:26
275,3430,2012-05-27 10:27
825,2475,2012-05-27 10:30
424,4372,2012-05-27 10:30
892,2434,2012-05-27 10:30
219,872,2012-05-27 10:32
358,4267,2012-05-27 10:36
1072,3630,2012-05-27 10:38
754,1466,2012-05-27 10:41
190,4666,2012-05-27 10:41
550,2815,2012-05-27 10:44
141,1048,2012-05-27 10:44
161,423,2012-05-27 10:47
774,303,2012-05-27 10:48
780,1826,2012-05-27 10:49
774,285,2012-05-27 10:49
774,3609,2012-05-27 10:49
595,2440,2012-05-27 10:50
271,1356,2012-05-27 10:51
676,1311,2012-05-27 10:51
595,623,2012-05-27 10:51
876,3044,2012-05-27 10:51
777,2680,2012-05-27 10:52
319,3284,2012-05-27 10:53
911,1459,2012-05-27 10:53
911,964,2012-05-27 10:53
271,4681,2012-05-27 10:55
1048,472,2012-05-27 10:55
867,1126,2012-05-27 10:57
75,808,2012-05-27 10:59
105,1448,2012-05-27 11:01
892,4672,2012-05-27 11:02
805,179,2012-05-27 11:03
164,1665,2012-05-27 11:04
105,2630,2012-05-27 11:06
75,1735,2012-05-27 11:06
958,2388,2012-05-27 11:06
75,798,2012-05-27 11:10
812,4994,2012-05-27 11:10
281,2800,2012-05-27 11:13
305,1789,2012-05-27 11:13
787,4630,2012-05-27 11:14
469,4708,2012-05-27 11:16
103,4504,2012-05-27 11:16
783,2467,2012-05-27 11:21
804,1632,2012-05-27 11:22
921,3956,2012-05-27 11:22
421,1260,2012-05-27 11:25
280,4582,2012-05-27 11:25
331,4108,2012-05-27 11:26
421,3079,2012-05-27 11:26
185,3520,2012-05-27 11:28
39,4733,2012-05-27 11:29
717,1761,2012-05-27 11:29
683,56,2012-05-27 11:29
429,693,2012-05-27 11:30
995,3775,2012-05-27 11:31
576,4429,2012-05-27 11:31
657,4108,2012-05-27 11:33
967,4108,2012-05-27 11:37
632,4991,2012-05-27 11:37
896,3094,2012-05-27 11:38
804,4473,2012-05-27 11:38
510,1735,2012-05-27 11:39
81,2547,2012-05-27 11:41
483,3716,2012-05-27 11:41
574,3027,2012-05-27 11:42
402,693,2012-05-27 11:45
20,3153,2012-05-27 11:45
1061,394,2012-05-27 11:46
322,105,2012-05-27 11:50
739,1436,2012-05-27 11:51
1078,1989,2012-05-27 11:51
804,4922,2012-05-27 11:51
13,392,2012-05-27 11:52
79,2556,2012-05-27 11:59
1009,2937,2012-05-27 11:59
424,244,2012-05-27 11:59
476,3561,2012-05-27 11:59
654,4108,2012-05-27 12:00
712,995,2012-05-27 12:01
698,2662,2012-05-27 12:03
943,4108,2012-05-27 12:05
142,18,2012-05-27 12:06
1082,3430,2012-05-27 12:08
501,564,2012-05-27 12:09
36,1601,2012-05-27 12:09
1066,4844,2012-05-27 12:10
166,1735,2012-05-27 12:11
230,1494,2012-05-27 12:13
1037,1147,2012-05-27 12:13
1012,4545,2012-05-27 12:15
693,4097,2012-05-27 12:17
998,4482,2012-05-27 12:20
104,4334,2012-05-27 12:22
76,861,2012-05-27 12:22
483,2195,2012-05-27 12:23
648,1989,2012-05-27 12:25
136,2512,2012-05-27 12:28
299,4976,2012-05-27 12:29
754,288,2012-05-27 12:30
482,2841,2012-05-27 12:31
482,4494,2012-05-27 12:34
881,4108,2012-05-27 12:35
437,4386,2012-05-27 12:35
168,3430,2012-05-27 12:36
11,2744,2012-05-27 12:37
1053,2315,2012-05-27 12:37
610,1761,2012-05-27 12:38
459,2262,2012-05-27 12:40
438,3752,2012-05-27 12:40
20,4565,2012-05-27 12:41
121,3430,2012-05-27 12:43
961,2261,2012-05-27 12:43
230,1038,2012-05-27 12:44
401,3442,2012-05-27 12:45
20,785,2012-05-27 12:46
111,4232,2012-05-27 12:46
111,1521,2012-05-27 12:46
466,956,2012-05-27 12:48
807,3029,2012-05-27 12:50
443,903,2012-05-27 12:51
246,1932,2012-05-27 12:53
710,1006,2012-05-27 12:53
1053,1394,2012-05-27 12:54
380,4374,2012-05-27 12:55
654,1228,2012-05-27 12:55
825,1347,2012-05-27 12:55
471,2311,2012-05-27 12:55
625,3328,2012-05-27 12:56
305,676,2012-05-27 12:57
391,1778,2012-05-27 12:57
962,4526,2012-05-27 12:58
962,3474,2012-05-27 12:58
255,3646,2012-05-27 12:59
813,2969,2012-05-27 12:59
807,2974,2012-05-27 13:00
446,2336,2012-05-27 13:01
550,813,2012-05-27 13:02
161,1254,2012-05-27 13:02
1047,4453,2012-05-27 13:02
674,1049,2012-05-27 13:03
674,1436,2012-05-27 13:04
674,3460,2012-05-27 13:04
674,4925,2012-05-27 13:04
648,4429,2012-05-27 13:04
654,980,2012-05-27 13:05
984,3081,2012-05-27 13:08
612,1277,2012-05-27 13:11
1007,4147,2012-05-27 13:12
916,4267,2012-05-27 13:12
384,2343,2012-05-27 13:13
12,1741,2012-05-27 13:15
708,1118,2012-05-27 13:17
453,4733,2012-05-27 13:18
789,689,2012-05-27 13:22
995,2853,2012-05-27 13:22
6,1827,2012-05-27 13:24
6,4321,2012-05-27 13:24
1037,164,2012-05-27 13:26
466,394,2012-05-27 13:27
754,2446,2012-05-27 13:28
245,277,2012-05-27 13:29
503,1646,2012-05-27 13:30
591,1393,2012-05-27 13:31
478,3213,2012-05-27 13:31
591,1295,2012-05-27 13:31
591,3424,2012-05-27 13:32
1082,3323,2012-05-27 13:33
909,977,2012-05-27 13:35
383,2525,2012-05-27 13:36
836,2716,2012-05-27 13:36
881,2315,2012-05-27 13:36
135,655,2012-05-27 13:37
11,3430,2012-05-27 13:40
504,4648,2012-05-27 13:40
954,725,2012-05-27 13:40
765,3891,2012-05-27 13:42
514,1148,2012-05-27 13:42
20,1209,2012-05-27 13:43
864,1476,2012-05-27 13:43
629,3328,2012-05-27 13:43
250,4493,2012-05-27 13:44
693,4108,2012-05-27 13:44
995,4086,2012-05-27 13:45
678,4688,2012-05-27 13:45
804,1955,2012-05-27 13:46
193,3094,2012-05-27 13:46
693,4733,2012-05-27 13:46
319,968,2012-05-27 13:47
678,1587,2012-05-27 13:48
995,1120,2012-05-27 13:50
678,5113,2012-05-27 13:50
896,4907,2012-05-27 13:51
851,3286,2012-05-27 13:52
1083,4105,2012-05-27 13:52
674,526,2012-05-27 13:53
389,2386,2012-05-27 13:54
271,385,2012-05-27 13:55
424,3174,2012-05-27 13:56
389,2333,2012-05-27 13:56
563,589,2012-05-27 14:01
344,3117,2012-05-27 14:01
1072,2590,2012-05-27 14:02
373,547,2012-05-27 14:03
49,3425,2012-05-27 14:03
934,1353,2012-05-27 14:03
19,4031,2012-05-27 14:04
678,3886,2012-05-27 14:04
735,3757,2012-05-27 14:04
490,2816,2012-05-27 14:05
888,3611,2012-05-27 14:06
981,2876,2012-05-27 14:07
528,54,2012-05-27 14:07
84,3762,2012-05-27 14:09
909,1885,2012-05-27 14:11
164,4891,2012-05-27 14:11
1037,794,2012-05-27 14:11
1037,3556,2012-05-27 14:12
1037,140,2012-05-27 14:12
1037,1868,2012-05-27 14:12
982,3227,2012-05-27 14:12
358,1277,2012-05-27 14:13
114,2216,2012-05-27 14:13
295,2416,2012-05-27 14:17
71,275,2012-05-27 14:17
190,2537,2012-05-27 14:18
91,18,2012-05-27 14:18
1007,1618,2012-05-27 14:18
967,2324,2012-05-27 14:18
483,2195,2012-05-27 14:19
722,1935,2012-05-27 14:19
295,2005,2012-05-27 14:20
1072,716,2012-05-27 14:23
28,341,2012-05-27 14:24
642,4448,2012-05-27 14:25
1052,4303,2012-05-27 14:25
1014,1728,2012-05-27 14:27
635,4232,2012-05-27 14:28
635,13,2012-05-27 14:28
635,2109,2012-05-27 14:29
429,574,2012-05-27 14:30
250,3164,2012-05-27 14:32
424,1923,2012-05-27 14:32
446,1749,2012-05-27 14:32
367,4370,2012-05-27 14:33
6,3087,2012-05-27 14:33
1012,1735,2012-05-27 14:34
90,1741,2012-05-27 14:36
44,1012,2012-05-27 14:37
142,3094,2012-05-27 14:37
9,4835,2012-05-27 14:37
845,3726,2012-05-27 14:38
29,165,2012-05-27 14:41
328,1671,2012-05-27 14:45
49,165,2012-05-27 14:49
917,191,2012-05-27 14:49
902,3868,2012-05-27 14:49
729,3682,2012-05-27 14:49
848,2478,2012-05-27 14:49
471,3315,2012-05-27 14:49
1007,1868,2012-05-27 14:51
1007,3300,2012-05-27 14:51
1007,4077,2012-05-27 14:51
805,599,2012-05-27 14:52
782,1253,2012-05-27 14:53
595,123,2012-05-27 14:54
207,2887,2012-05-27 14:56
207,1332,2012-05-27 14:56
1018,3802,2012-05-27 14:58
514,1815,2012-05-27 14:59
739,5004,2012-05-27 14:59
666,814,2012-05-27 15:00
446,2336,2012-05-27 15:04
689,2510,2012-05-27 15:04
364,1705,2012-05-27 15:06
861,2357,2012-05-27 15:06
679,3652,2012-05-27 15:09
881,2856,2012-05-27 15:09
1037,4666,2012-05-27 15:11
383,3430,2012-05-27 15:11
1072,917,2012-05-27 15:12
29,2314,2012-05-27 15:14
902,2692,2012-05-27 15:16
198,4160,2012-05-27 15:17
718,4072,2012-05-27 15:17
694,2570,2012-05-27 15:17
198,126,2012-05-27 15:17
964,3409,2012-05-27 15:18
939,3610,2012-05-27 15:18
939,741,2012-05-27 15:19
347,331,2012-05-27 15:20
889,4845,2012-05-27 15:20
140,4144,2012-05-27 15:21
486,2944,2012-05-27 15:22
1083,1834,2012-05-27 15:22
975,4108,2012-05-27 15:23
18,4711,2012-05-27 15:23
1061,394,2012-05-27 15:23
84,3277,2012-05-27 15:25
1078,2522,2012-05-27 15:25
349,4261,2012-05-27 15:27
435,941,2012-05-27 15:29
577,3865,2012-05-27 15:31
285,3490,2012-05-27 15:32
683,2719,2012-05-27 15:32
1050,1863,2012-05-27 15:34
683,1169,2012-05-27 15:35
962,4654,2012-05-27 15:35
424,3882,2012-05-27 15:37
718,3762,2012-05-27 15:39
85,2352,2012-05-27 15:39
342,3865,2012-05-27 15:39
342,3127,2012-05-27 15:39
342,3127,2012-05-27 15:39
342,5038,2012-05-27 15:39
319,4758,2012-05-27 15:39
855,490,2012-05-27 15:39
342,3865,2012-05-27 15:39
342,2335,2012-05-27 15:40
342,2063,2012-05-27 15:40
342,4272,2012-05-27 15:40
342,2155,2012-05-27 15:40
845,2341,2012-05-27 15:41
342,2624,2012-05-27 15:41
342,2063,2012-05-27 15:41
230,3912,2012-05-27 15:41
342,2641,2012-05-27 15:41
765,30,2012-05-27 15:43
359,3207,2012-05-27 15:44
52,2746,2012-05-27 15:44
129,4346,2012-05-27 15:48
344,3094,2012-05-27 15:50
463,308,2012-05-27 15:50
681,1626,2012-05-27 15:50
1059,277,2012-05-27 15:50
893,613,2012-05-27 15:51
463,2362,2012-05-27 15:52
759,3892,2012-05-27 15:52
407,4760,2012-05-27 15:53
1030,5089,2012-05-27 15:56
507,4601,2012-05-27 15:57
644,550,2012-05-27 15:58
49,1834,2012-05-27 15:59
319,3206,2012-05-27 15:59
699,3315,2012-05-27 16:01
624,1858,2012-05-27 16:02
96,27,2012-05-27 16:03
809,4962,2012-05-27 16:04
898,635,2012-05-27 16:04
602,3166,2012-05-27 16:05
367,4885,2012-05-27 16:07
285,2230,2012-05-27 16:08
230,1125,2012-05-27 16:08
514,3584,2012-05-27 16:09
1008,4699,2012-05-27 16:12
886,4852,2012-05-27 16:15
494,2744,2012-05-27 16:16
424,1941,2012-05-27 16:16
975,3430,2012-05-27 16:17
1027,4765,2012-05-27 16:17
438,4543,2012-05-27 16:18
573,782,2012-05-27 16:21
739,125,2012-05-27 16:23
389,4778,2012-05-27 16:23
479,1179,2012-05-27 16:24
1027,3153,2012-05-27 16:25
220,4661,2012-05-27 16:27
1027,4923,2012-05-27 16:29
776,933,2012-05-27 16:30
504,5068,2012-05-27 16:31
391,125,2012-05-27 16:31
784,2960,2012-05-27 16:32
784,2040,2012-05-27 16:32
777,1480,2012-05-27 16:33
339,1438,2012-05-27 16:36
135,655,2012-05-27 16:36
765,3380,2012-05-27 16:36
391,2537,2012-05-27 16:38
29,3936,2012-05-27 16:38
319,3284,2012-05-27 16:40
1044,3344,2012-05-27 16:40
676,1311,2012-05-27 16:40
303,2795,2012-05-27 16:40
524,2234,2012-05-27 16:42
845,3295,2012-05-27 16:48
279,3205,2012-05-27 16:50
1076,2159,2012-05-27 16:51
398,633,2012-05-27 16:53
885,1309,2012-05-27 16:58
384,2343,2012-05-27 17:01
796,1365,2012-05-27 17:01
344,2808,2012-05-27 17:03
681,79,2012-05-27 17:03
681,112,2012-05-27 17:04
281,4320,2012-05-27 17:08
29,1906,2012-05-27 17:09
474,3187,2012-05-27 17:09
693,3933,2012-05-27 17:11
23,3312,2012-05-27 17:11
72,1309,2012-05-27 17:12
783,1797,2012-05-27 17:12
161,3207,2012-05-27 17:17
479,3204,2012-05-27 17:21
524,18,2012-05-27 17:21
665,831,2012-05-27 17:22
539,1925,2012-05-27 17:22
79,1815,2012-05-27 17:24
12,3747,2012-05-27 17:25
821,779,2012-05-27 17:27
860,3025,2012-05-27 17:29
128,5098,2012-05-27 17:30
437,3430,2012-05-27 17:30
136,4452,2012-05-27 17:31
718,4410,2012-05-27 17:31
501,4192,2012-05-27 17:31
666,3438,2012-05-27 17:33
438,3871,2012-05-27 17:35
474,830,2012-05-27 17:36
1061,3394,2012-05-27 17:39
77,2277,2012-05-27 17:39
73,3886,2012-05-27 17:40
504,2261,2012-05-27 17:41
504,301,2012-05-27 17:41
647,3241,2012-05-27 17:44
474,1202,2012-05-27 17:45
661,2522,2012-05-27 17:46
1076,2764,2012-05-27 17:47
661,2522,2012-05-27 17:48
1072,3100,2012-05-27 17:50
77,1252,2012-05-27 17:50
424,2772,2012-05-27 17:51
693,4113,2012-05-27 17:53
32,433,2012-05-27 17:58
831,991,2012-05-27 17:58
683,357,2012-05-27 17:58
540,1765,2012-05-27 17:59
666,3274,2012-05-27 18:00
1072,4163,2012-05-27 18:02
864,4108,2012-05-27 18:03
446,2347,2012-05-27 18:05
979,4469,2012-05-27 18:06
739,259,2012-05-27 18:06
678,2318,2012-05-27 18:07
358,3497,2012-05-27 18:09
981,1189,2012-05-27 18:11
384,4645,2012-05-27 18:13
3,2638,2012-05-27 18:13
159,927,2012-05-27 18:15
374,3183,2012-05-27 18:19
374,488,2012-05-27 18:19
374,4679,2012-05-27 18:19
1037,3503,2012-05-27 18:19
369,2324,2012-05-27 18:19
374,4990,2012-05-27 18:20
6,925,2012-05-27 18:21
6,3556,2012-05-27 18:21
739,2974,2012-05-27 18:22
871,4596,2012-05-27 18:22
1060,2861,2012-05-27 18:26
379,1877,2012-05-27 18:27
467,1083,2012-05-27 18:30
979,1625,2012-05-27 18:30
185,2988,2012-05-27 18:30
424,1890,2012-05-27 18:32
321,2427,2012-05-27 18:33
1003,4465,2012-05-27 18:33
435,3494,2012-05-27 18:34
729,2643,2012-05-27 18:37
885,4555,2012-05-27 18:39
647,2108,2012-05-27 18:40
319,1868,2012-05-27 18:40
281,649,2012-05-27 18:41
654,2768,2012-05-27 18:42
112,3820,2012-05-27 18:42
391,5034,2012-05-27 18:42
391,1959,2012-05-27 18:45
192,1959,2012-05-27 18:47
159,396,2012-05-27 18:48
319,4105,2012-05-27 18:48
380,830,2012-05-27 18:48
396,618,2012-05-27 18:51
776,933,2012-05-27 18:52
374,3171,2012-05-27 18:54
374,3440,2012-05-27 18:54
276,132,2012-05-27 18:55
1018,2019,2012-05-27 18:55
374,1653,2012-05-27 18:55
374,1167,2012-05-27 18:55
437,3364,2012-05-27 18:57
587,3051,2012-05-27 18:57
585,4018,2012-05-27 18:58
863,2133,2012-05-27 18:58
479,705,2012-05-27 18:59
524,2537,2012-05-27 18:59
524,125,2012-05-27 19:01
687,181,2012-05-27 19:01
687,2381,2012-05-27 19:01
687,5011,2012-05-27 19:02
687,1739,2012-05-27 19:02
373,547,2012-05-27 19:02
774,2258,2012-05-27 19:07
979,5116,2012-05-27 19:10
166,230,2012-05-27 19:10
705,954,2012-05-27 19:10
166,2120,2012-05-27 19:11
73,218,2012-05-27 19:12
166,4882,2012-05-27 19:12
391,2876,2012-05-27 19:14
880,566,2012-05-27 19:16
391,121,2012-05-27 19:16
73,4634,2012-05-27 19:17
693,4097,2012-05-27 19:17
344,3053,2012-05-27 19:18
693,1638,2012-05-27 19:18
271,2625,2012-05-27 19:20
438,1665,2012-05-27 19:21
43,1451,2012-05-27 19:22
41,2738,2012-05-27 19:27
358,89,2012-05-27 19:28
429,2957,2012-05-27 19:30
424,3607,2012-05-27 19:31
344,140,2012-05-27 19:33
12,2785,2012-05-27 19:34
174,139,2012-05-27 19:35
68,5031,2012-05-27 19:35
654,451,2012-05-27 19:35
390,3557,2012-05-27 19:39
459,1457,2012-05-27 19:41
107,2293,2012-05-27 19:42
722,875,2012-05-27 19:42
979,1772,2012-05-27 19:44
146,2961,2012-05-27 19:46
722,4945,2012-05-27 19:46
925,1886,2012-05-27 19:46
390,5045,2012-05-27 19:46
806,479,2012-05-27 19:47
918,3502,2012-05-27 19:49
722,1211,2012-05-27 19:49
722,4108,2012-05-27 19:52
739,4801,2012-05-27 19:52
981,4329,2012-05-27 19:53
28,447,2012-05-27 19:54
391,2974,2012-05-27 19:55
48,3253,2012-05-27 19:56
335,3166,2012-05-27 19:56
295,2742,2012-05-27 19:58
295,531,2012-05-27 19:58
18,2158,2012-05-27 19:58
295,83,2012-05-27 19:59
391,2680,2012-05-27 19:59
295,1755,2012-05-27 20:00
295,2194,2012-05-27 20:00
295,733,2012-05-27 20:01
831,64,2012-05-27 20:02
990,3064,2012-05-27 20:02
722,1935,2012-05-27 20:03
187,3374,2012-05-27 20:04
512,522,2012-05-27 20:04
22,957,2012-05-27 20:05
22,287,2012-05-27 20:07
532,750,2012-05-27 20:07
532,5079,2012-05-27 20:07
589,89,2012-05-27 20:09
487,1686,2012-05-27 20:09
391,5031,2012-05-27 20:10
908,2744,2012-05-27 20:11
65,4676,2012-05-27 20:13
635,64,2012-05-27 20:13
635,2092,2012-05-27 20:14
